city,eldership,street,object_name,total_views,views_today,likes,price,price_sq,house_number,flat_number,area,rooms,floor,total_floors,year,object_type,building_type,heating,furnishing,energy_class,window_direction,qualities,facilities,equipment,security,object_id,distance_kindergarden,distance_school,distance_bus_stop,distance_shop,crimes,no2,kd10,time_cathedral,time_train_station,time_shopping_center,time_kirtimai,distance_cathedral,distance_train_station,distance_shopping_center,distance_kirtimai,description,contact,latitude,longitude
Vilnius, Markučiai, Subačiaus g., 1 kambario butas,999,14,2,88000,2588,104,,34.0,1,1,1,1940,,Rąstinis,Kietu kuru,Įrengtas,,,,,,,,180,580,150,190,2,11.63,243,10.5,8.0,19.0,32.5,3,2.7,4.9,18,"Subačiaus g. 104 parduodama 34 kv. m buto–namo dalis su 1,86 aro namų valdos žemės sklypo dalimi.
Yra galimybė atlikti rekonstrukciją ir padidinti gyvenamąjį plotą.
Butas be patogumų, šildymas – krosninis.
Sklypo dalis yra prie pat Subačiaus g., todėl vieta puikiai tinkama komercinei veiklai.
Puiki investicija ateičiai!",+370 630 04951,54.675397,25.316544
Vilnius, Naujininkai, Šaltkalvių g., 3 kambarių butas,1522,19,28,139000,2168,,,64.11,3,1,5,1970,,Mūrinis,Centrinis,Įrengtas,,"Vakarai, rytai",Nauja kanalizacija Nauja elektros instaliacija Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Balkonas Rūsys Vieta automobiliui Drabužinė,Šaldytuvas Šildomos grindys Viryklė Plastikiniai vamzdžiai Vonia Rekuperacinė sistema,Šarvuotos durys Signalizacija Kodinė laiptinės spyna Vaizdo kameros,,90,160,300,320,,,,23.0,9.0,23.0,24.5,5.7,2.2,5.6,13.8,"Strategiškai patogioje vietoje, parduodamas šviesus, jaukus trijų kambarių butas Šaltkalvių gatvėje vos 15 minučių automobiliu iki Katedros aikštės ar kitos senamiesčio vietos.

BENDRA INFORMACIJA
• Bendras plotas 64.11 m²
• 1 aukštas (iš 5)
• Namo tipas – mūrinis
• Kambarių skaičius – 3
• Šildymas – centrinis
• Statybos metai – 1970 m.

PRIVALUMAI:
• Izoliuoti trys kambariai
• Vonios grindys – šildomos
• Įrengta bute REKUPERATORINĖ vėdinimo sistema
• Ant visų langų yra kokybiškas TINKLELIS nuo vabzdžių
• Butui priklauso erdvus (~9 m²) RŪSYS
• Pakeista visa elektros instaliacija
• Signalizacija
• Patogus privažiavimas ir susiekimas su visais Vilniaus miesto rajonais
• Išvystyta infrastruktūra: mokyklos, darželiai, prekybos centrai pasiekiami pėstute

IŠPLANAVIMAS
• Virtuvė su visa reikalinga buitine technika
• Erdvus miegamasis kambarys su balkonu
• Vaiko kambarys
• Vonios kambarys
• Koridorius
• Rūsys – yra (~ 9m²)

PARKINGAS
Vidinis kiemas. VISADA RASITE VIETOS AUTOMOBILIUI !

YPATYBĖS
• Patogi vieta, gerai išvystyta infrastruktūra
• Ant langų kokybiški roletai
• Viešo transporto stotelė vos už ~ 20 m.
• Šalia žalia zona, miškelis, daug vietos aktyviam poilsiui, pasivaikščiojimams
• Šalia prekybos centrai, parduotuvės bei turgelis
• Papildoma įranga: skalbimo mašina, šaldytuvas, virtuvės komplektas, gartraukis
• Apsauga: šarvuotos durys, kodinė laiptinės spyna, vaizdo stebėjimo kameros

SMULKESNĖ INFORMACIJA TELEFONU

******************************************************************
Reikia pagalbos parduodant butą, namą, sodą, sklypą ar mišką?
DIRBAME VISOJE LIETUVOJE!
******************************************************************
Skambinkite Jums patogiu laiku nuo 9 iki 21 valandos visomis savaitės dienomis. Jei neatsiliepsiu, rašykite sms - perskambinsiu !
******************************************************************
Oppa, nekilnojamojo turto agentūra
www.oppa.lt",+370 691 26073,54.658958,25.269804
Vilnius, Pašilaičiai, Dociškių g., 2 kambarių butas,2461,18,46,129000,3343,24,,38.59,2,1,6,2008,,Mūrinis,Centrinis kolektorinis,Įrengtas,,Rytai,Yra liftas Kabelinė televizija Virtuvė sujungta su kambariu,Balkonas Terasa,Su baldais Šaldytuvas Virtuvės komplektas Viryklė Vonia,Kodinė laiptinės spyna,,290,290,260,310,,,,28.0,31.5,22.5,26.0,9,10.5,7.2,15.6,"Ieškantiems patogaus ir kokybiško būsto puikioje miesto vietoje – parduodamas dviejų kambarių butas Pašilaičiuose. Puikiai išvystyta miesto dalis užtikrina, kad visi reikalingi kasdieniai objektai – parduotuvės, paslaugos, kavinės ir viešojo transporto stotelės – bus pasiekiami ranka. Tai patikimas pasirinkimas tiems, kurie ieško miesto patogumo.

BENDRA INFORMACIJA:
- Plotas: 38.59 kv. m.
- Kambarių sk.: 2.
- Aukštas: 1 iš 6.
- Šildymas: centrinis - kolektorinis.
- Administratorius: Arkada.

BUTO YPATYBĖS:
- Patogiai ir funkcionaliai išplanuotas butas, kuriame gyvenamoji erdvė puikiai išnaudota tiek kasdieniam gyvenimui, tiek poilsiui.
- Svetainė ir miegamasis kambarys įrengti taip, kad būtų galima jaukiai jaustis ir sukurti individualų, pagal savo poreikius pritaikytą interjerą.
- Virtuvėje įrengta buitinė technika. Butas parduodamas su baldais ir buitine technika, išskyrus skalbyklę.
- Iš svetainės yra išėjimas į kiemelį/terasą.
- Pilna apdaila leis iš karto įsikelti ir gyventi be papildomų investicijų ar remonto rūpesčių.
- Grindys natūralaus medžio parketlentės.
- Pakeistos vidaus durys, šaldytuvas, perdažytos sienos.
- Yra vidinis kiemas su šlagbaumu, kuriame galite rasti vietą automobiliui.
- Pašilaičių mikrorajonas – vienas populiariausių pasirinkimų dėl gerai išvystytos infrastruktūros, žaliųjų zonų bei draugiškos kaimynystės.
- Strategiškai puiki vieta, visai šalia daug parduotuvių, kavinių, sporto centras, mokykla, darželis, o miesto centrą pasieksite vos per 10-15 min.

Deals on Home – feels like home.",+370 603 36333,54.73194,25.218058
Vilnius, Žirmūnai, Verkių g., 2 kambarių butas,8783,237,179,95800,2337,43,,41.0,2,8,12,1979,,Mūrinis,Centrinis,Įrengtas,,Vakarai,Yra liftas Tualetas ir vonia atskirai Virtuvė sujungta su kambariu,Vieta automobiliui,Skalbimo mašina Su baldais Šaldytuvas Virtuvės komplektas Viryklė Dušo kabina,Kodinė laiptinės spyna,,230,400,40,40,,,,19.5,25.5,16.0,36.0,5.4,7.9,3.9,18.4,"Ieškote strategiškai patrauklios vietos gyventi ar patikimos investicijos?

Aplink – visa, ko reikia kasdienai: parduotuvės, prekybos centrai „Ozas“ ir „Akropolis“, sporto klubai, mokyklos, darželiai, viešojo transporto stotelės. Taip pat Verkių regioninis parkas, kur galėsite prasivažiuoti dviračiu, pasivaikščioti, Žirmūnų paplūdimys, Valakampių papllūdimys, kur galėsite pasimėgauti maudynėmis.

Pro buto langus atsiveria miesto vaizdai( langai orientuoti į vakarinę pusę).

Maži komunaliniai mokesčiai, šalia namo yra erdvi automobilių stovėjimo aikštelė.

Iki miesto centro tik 4,5 km – vos kelios minutės automobiliu ar viešuoju transportu. ?



? Privalumai:

✔️ 8 aukštas – daugiau šviesos ir privatumo

✔️ Patogus išplanavimas

✔️ Puikus susisiekimas su miesto centru tiek automobiliu, tiek viešuoju transportu

✔️ Tvarkinga kaimynystė

✔️ Tinka tiek gyvenimui, tiek nuomai



Šis butas laukia naujų šeimininkų ! ?",+370 663 95273,54.722203,25.297302
Vilnius, Senamiestis, A. Strazdelio g., 3 kambarių butas,2090,23,46,400000,5000,,,80.0,3,3,4,1940,,Mūrinis,Centrinis,Įrengtas,,,Uždaras kiemas Internetas Aukštos lubos Kabelinė televizija,Balkonas,Su baldais Šaldytuvas Virtuvės komplektas Viryklė Dušo kabina Vonia,Kodinė laiptinės spyna,,90,70,40,320,12,13.33,23.33,9.5,5.0,18.5,30.0,2.5,0.9,4.2,15.7,"Erdvus ir jaukus butas su balkonu ir vaizdais į Senamiestį

IŠPLANAVIMAS:
- Svetainė
- Atskira virtuvė
- Pagrindinis miegamasis
- Vaiko / darbo kambarys
- Vonios kambarys
- Sandėliukas
- Balkonas (patenkama iš pagrindinio miegamojo)

PRIVALUMAI:
- Aukštos lubos suteikia išskirtinį erdvumo pojūtį
- Visi langai orientuoti į vidinį kiemą, nėra jokių pašalinių garsų (Rytų kryptis)
- Vaizdo pro svetainės ir miegamųjų langus neužtoja kiti pastatai
- Erdvūs kambariai
- Vonios kambaryje vonia ir dušas
- Butas parduodamas su integruotais baldais ir buitine technika
- Daug vietos pasidėti daiktams - kambariuose spintos, koridoriuje sandėliukas
- Tvarkinga laiptinė, draugiški kaimynai

ŠILDYMAS:
- Centrinis
- Vonioje papildomai šildomos grindys elektra

PARKAVIMAS:
- Uždarame vidiniame kieme rezervuota parkavimo vieta

Skambinkite Jums patogiu metu
--
Spacious and cozy apartment for rent in Old Town, A. Strazdelio st.

LAYOUT:
- Livingroom
- Separate kitchen
- Master bedroom
- Child's / study room
- Bathroom
- Warehouse
- Balcony (accessible from master bedroom)

ADVANTAGES:
- High ceilings give an exceptional feeling of spaciousness
- All windows are oriented to the inner courtyard, there are no extraneous sounds (Eastern direction)
- The view from the living room and bedroom windows is not obstructed by other buildings
- Spacious rooms
- The bathroom has a bathtub and a shower
- The apartment is sold with all integrated furniture and appliances
- Plenty of space to store things - wardrobes in the rooms, a storage room in the corridor
- Neat staircase, friendly neighbors

HEATING:
- Central
- In the bathroom, the floor is additionally heated by electricity

PARKING:
- Reserved parking space in the closed courtyard

Call at a convenient time for youRebalticID:
VM36755",+370 663 97868,54.675065,25.292658
Vilnius, Pašilaičiai, Justiniškių g., 3 kambarių butas,1626,29,57,169990,2818,104,B23,60.32,3,2,5,2026,,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,A++,Rytai,Yra liftas Uždaras kiemas Internetas Kabelinė televizija,Sandėliukas Balkonas Vieta automobiliui,,Šarvuotos durys Kodinė laiptinės spyna Vaizdo kameros,,360,360,100,140,5,11.13,17.83,29.0,32.5,23.5,28.0,8.1,9.5,6.2,16.1,"Gyvenamosios paskirties butas su daline apdaila virš komercinių patalpų, šiuo metu -5000 eurų mažesne kaina.",,54.675065,25.292658
Vilnius, Pašilaičiai, Justiniškių g., 3 kambarių butas,1020,20,13,179990,2943,104,B26,61.16,3,2,5,2026,,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,A++,,Yra liftas Uždaras kiemas Internetas Kabelinė televizija,Sandėliukas Balkonas Terasa Vieta automobiliui,,Šarvuotos durys Kodinė laiptinės spyna Vaizdo kameros,,360,360,100,140,5,11.13,17.83,29.0,32.5,23.5,28.0,8.1,9.5,6.2,16.1,Butas su daline apdaila,,54.675065,25.292658
Vilnius, Senamiestis, Pilies g., 3 kambarių butas,1371,36,35,290000,4371,23,,66.35,3,3,4,1980,,Mūrinis,Centrinis,Įrengtas,,"Šiaurė, pietūs",Tualetas ir vonia atskirai Uždaras kiemas,Balkonas Vieta automobiliui,Su baldais Šaldytuvas Virtuvės komplektas Viryklė Vonia,Šarvuotos durys Kodinė laiptinės spyna,,130,130,270,170,,,,4.5,16.5,14.0,33.5,1.1,4.3,2.8,15.9,"PARDUODAMAS 3 KAMBARIŲ BUTAS PILIES G., ŠALIA K. SIRVYDO SKVERO – SVAJONIŲ VIETA VILNIAUS SENAMIESTYJE!

Apie vietą:

Išskirtinė vieta – Pilies gatvė, šalia K. Sirvydo skvero su fontanu. Tai pati Vilniaus senamiesčio širdis, kur kasdien jaučiamas istorijos alsavimas, menas ir miesto kultūra. Šalia – jaukios kavinės, muziejai, galerijos, universitetas ir jaukios senamiesčio gatvelės.

Apie butą:

• Adresas: Pilies g.23, Vilniaus senamiestis
• Kambarių skaičius: 3
• Aukštas: 3 iš 4 (lipti kaip iki antro)
• Statybos metai: 1980 m.
• Plotas: 66,35 kv.m.
• Balkonas: erdvus, nestiklintas, su vaizdu į K. Sirvydo skverą ir fontaną
• Langai atsiveria į gražią senamiesčio panoramą ir jaukų vidinį kiemą
• Vidinis kiemas su automatiniais vartais – yra galimybė parkuoti automobilį

Privalumai:

• Viena prestižiškiausių vietų Vilniuje – Pilies g.
• Unikalus vaizdas į K. Sirvydo skverą ir fontaną
• Erdvus balkonas – puiki vieta rytinei kavai ar vakariniam poilsiui
• Uždaras kiemas – saugumas ir ramybė
• Tvarkingas, prižiūrėtas namas, ramūs ir solidūs kaimynai

Būklė:

Butui reikalingas remontas, tačiau tai puiki galimybė įsirengti namus pagal savo poreikius ir skonį. Įdėjus meilės ir šiek tiek darbo, buto vertė šioje vietoje ženkliai išaugs.

Kodėl verta rinktis šį butą:

Tai ne šiaip butas – tai autentiškas senamiesčio perlas, kupinas istorijos ir žavesio.
Čia gyvensite apsupti senamiesčio architektūros, žaliuojančio skvero ir kultūrinio gyvenimo.
Tobulas pasirinkimas tiems, kurie svajoja apie gyvenimą ten, kur susitinka istorija, jaukumas ir miesto ritmas.

Susisiekite ir susitarkime dėl apžiūros Jums patogiu metu– tokios vietos rinkoje pasitaiko itin retai!

Butą parduoda NT brokerė Vilma Urbutė
https://vilmaurbute.lt/
+37064063795",+370 640 63795,54.681538,25.288891
Vilnius, Žirmūnai, Žirmūnų g., 3 kambarių butas,1529,23,14,169000,3541,88,,47.72,3,1,5,1970,,Blokinis,Centrinis,Įrengtas,,,Nauja elektros instaliacija Internetas Virtuvė sujungta su kambariu,Balkonas Rūsys Drabužinė,Skalbimo mašina Su baldais Šaldytuvas Virtuvės komplektas Viryklė Dušo kabina,Šarvuotos durys Kodinė laiptinės spyna,,90,270,250,130,,,,21.0,27.0,19.5,38.5,5.7,8.2,4.6,19.1,"PUIKUS INVESTICINIS PASIŪLYMAS! TRYS BUTAI- STUDIJOS PRIE NERIES KRANTINĖS SU METINIU 9% PAJAMINGUMU.

Vos keli žingsniai nuo Neries krantinės parduodamos trys modernios, pilnai įrengtos studijos viename komplekse, kurios šiuo metu generuoja stabilias pajamas – net 1100 €/mėn.

Šis unikalus investicinis turtas pritrauks investuotojų dėmesį dėl savo greitos investicijų grąžos ir užtikrintų pajamų srauto. Iš investuotojo perspektyvos, toks objektas generuoja 2-3 kartus didesnę grąžą nei standartinis butas.

Keičiantis rinkos sąlygoms, pajamos gali išaugti iki 1300 €/mėn. taip dar labiau padidindamos investicinį potencialą.

Nuomos sutartys galioja iki 2025 m. vasaros galo ,taip užtikrinant stabilias ir garantuotas pajamas su esama nuomos kaina.

Šis unikalus studijų kompleksas parduodamas pilnai įrengtas, su visais baldais ir nauja buitine technika, įskaitant:

Kaitlentes;
Gartraukius;
Skalbimo mašinas su džiovinimo funkcija;
Šaldytuvus.

Remonto darbai baigti 2024 metų pabaigoje, todėl viskas yra šiuolaikiška ir paruošta naudojimui.

Papildomi privalumai:

Visi pertvarkymo projektai jau sutvarkyti;
Atlikti nauji kadastriniai matavimai, kurie suteikia aiškumą dėl turto apimties ir ribų.
Tai puiki galimybė investuotojams, siekiantiems stabilaus ir ilgalaikio pajamingumo!

Maloniai kviečiame gyvai buto apžiūrai. Skambinkite Jums patogiu laiku. Atsakome ir į žinutes.


NT brokeris Ernestas Mankevičius.",+370 691 26036,54.726132,25.302002
Vilnius, Baltupiai, Didlaukio g., 3 kambarių butas,2169,36,24,220000,2667,,,82.49,3,1,5,2000,,Mūrinis,Centrinis kolektorinis,Įrengtas,,,Virtuvė sujungta su kambariu,Balkonas,Skalbimo mašina Su baldais Šaldytuvas Virtuvės komplektas Viryklė,Šarvuotos durys Kodinė laiptinės spyna,,10,510,240,250,,,,21.0,24.5,15.5,34.0,6.5,8,4.7,17.7,"PARDUODAMAS ERDVUS 3 KAMBARIŲ BUTAS DIDLAUKIO G.

BENDRA INFORMACIJA:

- Adresas: Didlaukio g. 88, Vilnius;
- Kambarių skaičius - 3;
- Plotas: 82,49 kv.m;
- Aukštas 1 iš 5;
- Namo tipas - mūrinis;
- Namo statybos metai 2002 m.

PRIVALUMAI

- Puiki vieta gyventi;
- Butas labai erdvus;
- Erdvi įstiklinta lodžija;
- Draugiška ir saugi kaimynystė;
- Tvarkinga, prižiūrima laiptinė;
- Plastikiniai langai;
- Erdvi automobilių parkavimo aikštelė.

BUTO IŠPLANAVIMAS

- Svetainė kartu su virtuve 39,91 kv.m.;
- Kambarys 10,66 kv.m.;
- Miegamasis 14,70 kv.
- Koridorius 11,39 kv.m.;
- Vonios kambarys 5,74 kv.m;
- Lodžija 9,60.

ĮRENGIMAS

- Langai - plastikiniai;
- Durys - medinės, vonioje plytelės;
- Sienos dažytos;
- Įėjimo durys šarvo.

VIETA IR APLINKA

Baltupiai – viena patraukliausių Vilniaus vietų šeimoms! Čia rasite patogų susisiekimą su miesto centru ir kitais rajonais, gerai išvystytą infrastruktūrą, mokyklas, darželius, parduotuves ir kitas kasdien reikalingas paslaugas. Šis rajonas garsėja jaukia bendruomene ir ramia aplinka, todėl gyvenimas čia – tikra atgaiva šeimai, norinčiai derinti miesto privalumus ir bendruomeniškumą.",+370 615 77681,54.72837,25.265631
Vilnius, Žvėrynas, Paribio g., 1 kambario butas,1336,18,20,144900,6930,,,20.91,1,3,7,2024,,Monolitinis,Centrinis kolektorinis,Įrengtas,,,,,,,,70,300,420,490,1,,,14.0,16.5,8.5,22.0,4,5.5,2.2,13.8,"PARDUODAMA NAUJAI IR STILINGAI ĮRENGTA BUTAS SU TERASA „ŽVĖRYNO CITY“ PROJEKTE

Ieškote jau įrengto, patogaus ir stilingo būsto viename prestižiškiausių Vilniaus rajonų? Ši 1 kambario studija „Žvėryno City“ projekte – puikus pasirinkimas ieškantiems kokybės, funkcionalumo ir išskirtinės vietos.


Būstas pilnai įrengtas kartu su interjero dizainere, todėl išsiskiria apgalvotais sprendimais, šviesia spalvų palete ir moderniu stiliumi. Tai puikus pasirinkimas tiek gyvenimui, tiek investicijai nuomai – čia galima įsikelti ir gyventi iš karto.


PROJEKTAS – MIESTO CENTRE, GAMTOS APSUPTYJE

„Žvėryno City“ – tai modernus, šiuolaikiškas projektas viename žaliausių sostinės rajonų. Čia dera miesto ritmas ir gamtos ramybė – puikus balansas tarp aktyvaus gyvenimo būdo ir komforto.

Vos kelios minutės pėsčiomis iki prekybos centro „Panorama“, patogus susisiekimas su centru ir kitais miesto rajonais, šalia parkai, pėsčiųjų bei dviračių takai.

==========================

PRIVALUMAI:

- Butas turi terasą;
- A+ energinė klasė – mažos šildymo sąnaudos;
- Pilnai įrengtas butas su visais baldais ir buitine technika;
- Interjeras kurtas su dizainere – išskirtinis stiliaus ir funkcionalumo derinys;
- Grindinis šildymas visame bute;
- Dideli langai – daug natūralios šviesos;
- Modernus, tvarkingas namas su liftu;
- Uždara teritorija, vaizdo stebėjimas – saugiam gyvenimui.

BUTO APRAŠYMAS:

- Adresas: Paribio g. 12, Vilnius;
- Projektas: „Žvėryno City“;
- Kambarių skaičius: 1;
- Aukštas: 3 iš 7;
- Bendras plotas: 21 kv. m;

PATIKIMAS VYSTYTOJAS

„RE Excellence“ – patyrusių NT profesionalų komanda, įgyvendinusi daugybę prestižinių projektų Vilniuje ir užsienyje. Kiekvienas jų projektas pasižymi aukšta kokybe ir išskirtiniais architektūriniais sprendimais.

INFRASTRUKTŪRA IR SUSISIEKIMAS:

~2.8 km iki Vilniaus centro;
~0.4 km iki PC „Panorama“;
Šalia viešojo transporto stotelės, dviračių takai;
Netoliese – Žvėryno gimnazija, darželiai, sporto klubai, kavinės, parkai.
Tai puikus pasirinkimas norintiems gyventi šalia centro, tačiau vertinantiems ramybę, patogumą ir kokybę.
==========================

SKAMBINTI GALITE BET KURIUO METU – sutarsime Jums patogų apžiūros laiką.

Netiko kaina? Atvykite į apžiūrą, įvertinkite ir teikite savo pasiūlymą – būtinai apsvarstysime!
_________________________
MARIUS GAIŽAUSKAS

Mob. tel. +370 605 63 833
El. paštas: marius.gaizauskas@capital.lt
Ukmergės g. 120B, IV aukštas, Vilnius
CAPITAL TEAM
Visus naujausius CAPITAL nekilnojamojo turto skelbimus rasite mūsų internetiniame puslapyje www.capital.lt. Kviečiame apsilankyti! Visus naujausius CAPITAL nekilnojamojo turto skelbimus rasite mūsų internetiniame puslapyje www.capital.lt. Kviečiame apsilankyti! Visus naujausius CAPITAL nekilnojamojo turto skelbimus rasite mūsų internetiniame puslapyje www.capital.lt. Kviečiame apsilankyti!",+370 605 63833,54.702166,25.252630
Vilnius, Pavilnys, Tolimosios Sodų 1-oji g., 5 kambarių butas,1404,17,18,175000,1378,20,,127.0,5,1,2,1992,,Mūrinis,Dujinis,Įrengtas,A+,"Šiaurė, vakarai, pietūs, rytai",Atskiras įėjimas Aukštos lubos Uždaras kiemas Internetas Kabelinė televizija,Sandėliukas Rūsys Vieta automobiliui Drabužinė,Su baldais Šaldytuvas Virtuvės komplektas Viryklė Plastikiniai vamzdžiai,,,710,760,170,420,1,,,18.5,16.0,28.0,31.5,6.1,5.1,8,18.8,"NT agentūra „DU PROCENTAI“ 2% siūlo!

Jūsų namai gamtos ir miesto harmonijoje

Įsivaizduokite gyvenimą vietoje, kur Vilniaus Senamiestis vos už 5 km, o kasdien Jus supa ramybė, parkų žaluma ir Pavilnio išskirtinis reljefas. Tai erdvus pirmasis namo aukštas, kuriame galėsite kurti savo svajonių erdvę, mėgautis privatumu ir turėti galimybių, kurių daugiabutyje nerasite.

PRIVALUMAI:
- Išskirtinė vieta Pavilnyje – šalia parkai, kalvos ir pasivaikščiojimų takai;
- Vos 300 m iki viešojo transporto stotelės – greitas susisiekimas su centru;
- Net 3 atskiri įėjimai – patogu gyventi ar pritaikyti nuomai;
- Netoliese visos paslaugos: švietimo įstaigos, parduotuvės, prekybos centrai;
- Uždaras kiemas su daug vietos automobiliams, saugi ir draugiška kaimynystė;
- Automatiniai metaliniai vartai – patogus ir saugus įvažiavimas.

APIE BUTĄ (namo pirmą aukštą):
- Bendras plotas – 127 m²;
- Galimybė įsigyti ir antro aukšto dalį (dar 137 m² su atskiru įėjimu);
- Pirmame aukšte galima įrengti 5–6 kambarius, planą nesunkiai pritaikysite pagal savo poreikius;
- Erdvus rūsys su galimybe įrengti dar dvi gyvenamas patalpas;
- Galima įrengti komercinę patalpą su atskiru įėjimu – papildoma vertė.

LOKACIJA:

- Iki Vilniaus Senamiesčio – vos 5 km.
- Šalia Kalnų gamtinis rezervatas – saugoma gamtos teritorija, ideali pasivaikščiojimams.
- Aplink daug žalumos, ramybės ir parkų, bet kartu – patogus priėjimas prie miesto infrastruktūros.
- Tik 4,5 km iki Nemėžio tvenkinio paplūdimio su vandens pramogomis;

Tai ne tik būstas, bet ir galimybė gyventi gamtos ir miesto dermėje.
Paskambinkite ir atvykite apžiūrėti – šis butas gali tapti Jūsų naujaisiais namais!",+370 663 92864,54.666347,25.344468
Vilnius, Pavilnys, Tolimosios Sodų 1-oji g., 5 kambarių butas,570,9,8,175000,1277,,,137.0,5,2,2,1992,,Mūrinis,Dujinis,Įrengtas,A+,"Šiaurė, vakarai, pietūs, rytai",Atskiras įėjimas Uždaras kiemas Internetas Kabelinė televizija,Sandėliukas Rūsys Vieta automobiliui Drabužinė,Su baldais Šildomos grindys Plastikiniai vamzdžiai Dušo kabina Vonia,,,710,760,170,420,1,,,18.5,16.0,28.0,31.5,6.1,5.1,8,18.8,"NT agentūra „DU PROCENTAI“ 2% siūlo!

Privatumas, erdvė ir gamtos ramybė vos už 5 km nuo Senamiesčio

Įsivaizduokite savo namus žalumos apsuptyje, kur pro langus atsiveria Pavilnio kalvų reljefas, o vos per kelias minutes pasiekiate Vilniaus centrą. Tai erdvus 137 m² antras namo aukštas su atskiru įėjimu – išskirtinė galimybė turėti butą, kuris savo patogumu ir erdve pranoksta daugelį namų.

PRIVALUMAI:
- Išskirtinė vieta Pavilnyje – gamtos parkai, kalvos, pasivaikščiojimų takai;
- Tik 5 km iki Senamiesčio ir vos 300 m iki stotelės;
- Greta – mokyklos, darželiai, parduotuvės, prekybos centrai;
- Tik 4,5 km iki Nemėžio tvenkinio paplūdimio su vandens pramogomis;
- Uždaras kiemas su daug vietos automobiliams, saugi ir draugiška kaimynystė;
- Patogus įvažiavimas per automatinius vartus su pultu;
- Itin žemos šildymo sąnaudos;
- Galimybė papildomai įsigyti pirmą aukštą arba pritaikyti namą kelioms šeimoms – puiki investicija.

APIE BUTĄ (antrą namo aukštą):
- Bendras plotas – 137 m²;
- Net 5 kambariai su galimybe patogiai planuoti erdves;
- 2 sanitariniai mazgai, didelis vonios kambarys – net 12,22 m²;
- Erdvi drabužinė – 5,54 m², patogi šeimos poreikiams;
- Pagalbinė patalpa – 6,47 m², kurią nesunku perdaryti į papildomą kambarį;
- Virtuvės įrengimui – daug vietos ir įvairūs išplanavimo variantai;
- Laiptai iš pirmo aukšto į antrą bus panaikinti – užtikrinta visiška atskirtis ir privatumas.

APIE NAMĄ:
- Bendras viso namo plotas – 264 m² (pirmas aukštas – 127 m², antras aukštas – 137 m²);
- Iki 10 kambarių, kuriuos galima perplanuoti pagal poreikį;
- Rūsys – erdvus, su galimybe įrengti papildomas gyvenamas patalpas;
- Buvęs garažas gali būti paverstas komercine patalpa;

LOKACIJA:
- Tolimosios sodų 1-oji gatvė Pavilnyje;
- Vos 5 km iki Vilniaus Senamiesčio;
- Puikus susisiekimas tiek automobiliu, tiek viešuoju transportu;
- Šalia Kalnų gamtinis rezervatas – išskirtinė vieta pasivaikščiojimams ir poilsiui gamtoje;
- Aplink ramybė, žaluma, parkai – gyvenimas gamtos ir miesto dermėje;

Tai ne tik būstas, bet ir galimybė turėti erdvią, patogią, privačią gyvenamąją erdvę vos keli žingsniai nuo miesto šurmulio.
Paskambinkite – šis butas laukia Jūsų!",+370 663 95497,54.666347,25.344468
